,train,val,test
40,C3L-01607-21,TCGA-CJ-4900-11A-01-TS1,TCGA-CJ-4885-01A-01-BS1
41,C3L-01665-23,TCGA-BP-4176-01Z-00-DX1,TCGA-BP-4335-01A-01-TS1
42,C3L-01681-27,TCGA-CJ-4641-11A-01-TS1,TCGA-A3-3351-01A-01-TS1
43,C3L-01836-26,TCGA-BP-5198-01Z-00-DX1,TCGA-CW-5583-01A-01-BS1
44,C3L-01869-23,TCGA-CJ-4876-11A-01-TS1,TCGA-A3-3383-01Z-00-DX1
45,C3L-01882-21,TCGA-B0-5104-01A-01-TS1,TCGA-CJ-5681-01Z-00-DX1
46,C3L-01951-21,TCGA-CJ-4635-01A-01-BS1,TCGA-CJ-4872-01A-01-BS1
47,C3L-01958-21,TCGA-B0-4815-11A-01-BS1,TCGA-B0-5701-01A-01-BS1
48,C3L-01976-23,C3N-00314-24,TCGA-CJ-4895-01Z-00-DX1
49,C3L-02201-21,C3L-00581-22,TCGA-B0-5700-01A-01-TS1
50,C3L-02202-21,C3N-02723-26,TCGA-B0-5699-01A-01-BS1
51,C3L-02208-21,TCGA-BP-4789-11A-01-TS1,TCGA-CJ-4893-11A-01-TS1
52,C3L-02211-22,TCGA-BP-4762-01A-01-BS1,TCGA-BP-4760-01A-01-BS1
53,C3L-02220-23,TCGA-G6-A8L7-01Z-00-DX1,TCGA-BP-4160-01A-02-BS2
54,C3L-02346-26,TCGA-B0-5698-01A-01-TS1,TCGA-AK-3450-01A-01-BS1
55,C3L-02352-26,TCGA-BP-4986-01A-01-BS1,TCGA-A3-3325-11A-01-TS1
56,C3L-02544-26,TCGA-DV-5568-01A-01-BS1,TCGA-BP-5181-01A-01-BS1
57,C3L-02551-22,TCGA-BP-5006-01A-01-TS1,TCGA-BP-4353-11A-01-TS1
58,C3L-02841-21,TCGA-A3-3343-01Z-00-DX1,TCGA-CJ-4636-11A-01-TS1
59,C3L-02842-22,,
60,C3N-00149-27,,
61,C3N-00150-22,,
62,C3N-00154-21,,
63,C3N-00168-24,,
64,C3N-00177-21,,
65,C3N-00194-27,,
66,C3N-00242-26,,
67,C3N-00244-26,,
68,C3N-00246-26,,
69,C3N-00305-21,,
70,C3N-00310-22,,
71,C3N-00312-21,,
72,C3N-00313-23,,
73,C3N-00315-23,,
74,C3N-00435-24,,
75,C3N-00491-24,,
76,C3N-00492-21,,
77,C3N-00494-24,,
78,C3N-00495-21,,
79,C3N-00573-22,,
80,C3N-00577-22,,
81,C3N-00646-21,,
82,C3N-00647-26,,
83,C3N-00715-21,,
84,C3N-00721-26,,
85,C3N-00733-23,,
86,C3N-00831-25,,
87,C3N-00834-25,,
88,C3N-00852-26,,
89,C3N-00953-21,,
90,C3N-01078-21,,
91,C3N-01080-22,,
92,C3N-01081-21,,
93,C3N-01082-21,,
94,C3N-01083-23,,
95,C3N-01085-24,,
96,C3N-01086-26,,
97,C3N-01088-26,,
98,C3N-01090-21,,
99,C3N-01091-27,,
100,C3N-01175-21,,
101,C3N-01176-21,,
102,C3N-01178-25,,
103,C3N-01180-22,,
104,C3N-01200-26,,
105,C3N-01214-22,,
106,C3N-01220-26,,
107,C3N-01261-21,,
108,C3N-01522-22,,
109,C3N-01524-23,,
110,C3N-01536-22,,
111,C3N-01646-22,,
112,C3N-01648-28,,
113,C3N-01649-30,,
114,C3N-01651-30,,
115,C3N-01654-29,,
116,C3N-01656-21,,
117,C3N-01806-27,,
118,C3N-01808-27,,
119,C3N-01828-23,,
120,C3N-01905-21,,
121,C3N-02015-23,,
122,C3N-02160-24,,
123,C3N-02224-27,,
124,C3N-02248-22,,
125,C3N-02262-22,,
126,C3N-02263-21,,
127,C3N-02264-22,,
128,C3N-02265-25,,
129,C3N-02332-22,,
130,C3N-02429-23,,
131,C3N-02439-22,,
132,C3N-02577-21,,
133,C3N-02761-21,,
134,C3N-02763-23,,
135,C3N-02811-23,,
136,C3N-03018-22,,
137,C3N-03019-22,,
138,C3N-03020-22,,
139,TCGA-A3-3306-01A-01-TS1,,
140,TCGA-A3-3311-01A-01-BS1,,
141,TCGA-A3-3313-01A-01-TS1,,
142,TCGA-A3-3316-11A-01-BS1,,
143,TCGA-A3-3317-01A-02-BS2,,
144,TCGA-A3-3319-01Z-00-DX1,,
145,TCGA-A3-3320-01A-01-BS1,,
146,TCGA-A3-3322-11A-01-TS1,,
147,TCGA-A3-3323-01A-01-BS1,,
148,TCGA-A3-3331-01A-01-TS1,,
149,TCGA-A3-3335-01A-01-BS1,,
150,TCGA-A3-3346-11A-01-TS1,,
151,TCGA-A3-3347-01A-02-BS2,,
152,TCGA-A3-3349-01Z-00-DX1,,
153,TCGA-A3-3352-11A-01-TS1,,
154,TCGA-A3-3357-01Z-00-DX1,,
155,TCGA-A3-3362-01A-02-BS2,,
156,TCGA-A3-3365-01Z-00-DX2,,
157,TCGA-A3-3367-11A-01-TS1,,
158,TCGA-A3-3370-01A-01-BS1,,
159,TCGA-A3-3372-01A-02-BS2,,
160,TCGA-A3-3374-01A-01-TS1,,
161,TCGA-A3-3376-01Z-00-DX1,,
162,TCGA-A3-3378-01A-01-BS1,,
163,TCGA-A3-3380-01A-01-TS1,,
164,TCGA-A3-3382-01A-02-BS2,,
165,TCGA-A3-3385-11A-01-TS1,,
166,TCGA-A3-3387-11A-01-TS1,,
167,TCGA-AK-3427-01A-01-TS1,,
168,TCGA-AK-3428-01A-01-BS1,,
169,TCGA-AK-3429-01A-01-BS1,,
170,TCGA-AK-3430-01Z-00-DX1,,
171,TCGA-AK-3431-01A-02-BS2,,
172,TCGA-AK-3433-01A-02-BS2,,
173,TCGA-AK-3434-01A-02-BS2,,
174,TCGA-AK-3436-01A-01-BS1,,
175,TCGA-AK-3440-01A-02-BS2,,
176,TCGA-AK-3443-01Z-00-DX1,,
177,TCGA-AK-3444-01A-02-BS2,,
178,TCGA-AK-3445-01Z-00-DX1,,
179,TCGA-AK-3447-01A-01-TS1,,
180,TCGA-AK-3451-01Z-00-DX1,,
181,TCGA-AK-3453-01A-01-BS1,,
182,TCGA-AK-3460-01A-01-BS1,,
183,TCGA-AK-3461-01A-02-BS2,,
184,TCGA-AK-3465-01Z-00-DX1,,
185,TCGA-B0-4688-11A-01-BS1,,
186,TCGA-B0-4690-01A-01-BS1,,
187,TCGA-B0-4691-11A-01-TS1,,
188,TCGA-B0-4693-01A-01-TS1,,
189,TCGA-B0-4694-01Z-00-DX1,,
190,TCGA-B0-4696-11A-01-BS1,,
191,TCGA-B0-4697-01A-01-BS1,,
192,TCGA-B0-4698-01Z-00-DX1,,
193,TCGA-B0-4699-01Z-00-DX1,,
194,TCGA-B0-4700-01Z-00-DX1,,
195,TCGA-B0-4701-11A-01-BS1,,
196,TCGA-B0-4703-01A-01-TS1,,
197,TCGA-B0-4713-01Z-00-DX1,,
198,TCGA-B0-4714-01A-01-TS1,,
199,TCGA-B0-4810-01Z-00-DX1,,
200,TCGA-B0-4811-01A-01-BS1,,
201,TCGA-B0-4814-11A-01-TS1,,
202,TCGA-B0-4816-01A-01-BS1,,
203,TCGA-B0-4817-01A-01-TS1,,
204,TCGA-B0-4818-11A-01-TS1,,
205,TCGA-B0-4821-11A-01-BS1,,
206,TCGA-B0-4824-11A-01-TS1,,
207,TCGA-B0-4827-11A-01-BS1,,
208,TCGA-B0-4828-11A-01-BS1,,
209,TCGA-B0-4833-01Z-00-DX1,,
210,TCGA-B0-4836-01Z-00-DX1,,
211,TCGA-B0-4837-01Z-00-DX1,,
212,TCGA-B0-4838-11A-01-TS1,,
213,TCGA-B0-4839-01A-01-BS1,,
214,TCGA-B0-4841-11A-01-TS1,,
215,TCGA-B0-4844-01Z-00-DX1,,
216,TCGA-B0-4845-01A-01-TS1,,
217,TCGA-B0-4846-01Z-00-DX1,,
218,TCGA-B0-4848-11A-01-BS1,,
219,TCGA-B0-4852-11A-01-TS1,,
220,TCGA-B0-4945-01A-01-BS1,,
221,TCGA-B0-5075-01Z-00-DX1,,
222,TCGA-B0-5077-01A-01-BS1,,
223,TCGA-B0-5080-01Z-00-DX1,,
224,TCGA-B0-5081-01A-01-BS1,,
225,TCGA-B0-5083-01A-02-BS2,,
226,TCGA-B0-5084-01A-01-BS1,,
227,TCGA-B0-5085-01A-01-BS1,,
228,TCGA-B0-5092-01A-01-TS1,,
229,TCGA-B0-5094-01A-01-TS1,,
230,TCGA-B0-5096-11A-01-TS1,,
231,TCGA-B0-5098-01A-01-BS1,,
232,TCGA-B0-5100-11A-01-TS1,,
233,TCGA-B0-5102-01A-01-TS1,,
234,TCGA-B0-5106-11A-01-TS1,,
235,TCGA-B0-5107-01A-01-BS1,,
236,TCGA-B0-5109-01A-02-BS2,,
237,TCGA-B0-5110-01Z-00-DX1,,
238,TCGA-B0-5400-01Z-00-DX1,,
239,TCGA-B0-5690-01A-01-BS1,,
240,TCGA-B0-5692-01Z-00-DX1,,
241,TCGA-B0-5696-01Z-00-DX1,,
242,TCGA-B0-5702-11A-01-TS1,,
243,TCGA-B0-5705-11A-01-TS1,,
244,TCGA-B0-5706-11A-01-TS1,,
245,TCGA-B0-5707-01A-01-TS1,,
246,TCGA-B0-5710-01A-01-TS1,,
247,TCGA-B0-5711-01Z-00-DX1,,
248,TCGA-B0-5712-01Z-00-DX1,,
249,TCGA-B0-5713-01Z-00-DX1,,
250,TCGA-B2-4098-11A-01-BS1,,
251,TCGA-B8-4146-01B-01-TS1,,
252,TCGA-B8-4148-01A-02-BS2,,
253,TCGA-B8-4153-11A-01-BS1,,
254,TCGA-B8-A54D-01A-02-TS2,,
255,TCGA-B8-A54E-01A-01-TS1,,
256,TCGA-BP-4161-01A-01-BS1,,
257,TCGA-BP-4162-01Z-00-DX1,,
258,TCGA-BP-4163-01A-01-TS1,,
259,TCGA-BP-4164-11A-01-TS1,,
260,TCGA-BP-4165-11A-01-BS1,,
261,TCGA-BP-4167-01A-01-TS1,,
262,TCGA-BP-4169-01A-01-BS1,,
263,TCGA-BP-4170-01A-02-BS2,,
264,TCGA-BP-4173-11A-01-BS1,,
265,TCGA-BP-4174-01Z-00-DX1,,
266,TCGA-BP-4177-11A-01-BS1,,
267,TCGA-BP-4326-01A-01-BS1,,
268,TCGA-BP-4329-01Z-00-DX1,,
269,TCGA-BP-4330-01Z-00-DX1,,
270,TCGA-BP-4334-11A-01-BS1,,
271,TCGA-BP-4337-01A-01-BS1,,
272,TCGA-BP-4338-01A-01-BS1,,
273,TCGA-BP-4340-01A-01-TS1,,
274,TCGA-BP-4341-01Z-00-DX1,,
275,TCGA-BP-4345-01A-01-BS1,,
276,TCGA-BP-4346-11A-01-TS1,,
277,TCGA-BP-4347-11A-01-BS1,,
278,TCGA-BP-4351-11A-01-BS1,,
279,TCGA-BP-4352-01A-01-BS1,,
280,TCGA-BP-4354-11A-01-TS1,,
281,TCGA-BP-4756-11A-01-TS1,,
282,TCGA-BP-4759-01A-01-TS1,,
283,TCGA-BP-4763-01A-01-BS1,,
284,TCGA-BP-4765-01A-01-TS1,,
285,TCGA-BP-4768-01Z-00-DX1,,
286,TCGA-BP-4769-01A-01-BS1,,
287,TCGA-BP-4770-01Z-00-DX1,,
288,TCGA-BP-4771-01A-01-BS1,,
289,TCGA-BP-4774-01A-01-TS1,,
290,TCGA-BP-4776-01A-01-BS1,,
291,TCGA-BP-4777-01A-01-BS1,,
292,TCGA-BP-4781-11A-01-TS1,,
293,TCGA-BP-4787-01A-01-BS1,,
294,TCGA-BP-4790-01A-01-BS1,,
295,TCGA-BP-4797-11A-01-TS1,,
296,TCGA-BP-4798-01A-01-BS1,,
297,TCGA-BP-4801-11A-01-TS1,,
298,TCGA-BP-4804-11A-01-TS1,,
299,TCGA-BP-4959-01A-01-BS1,,
300,TCGA-BP-4960-01A-01-BS1,,
301,TCGA-BP-4961-11A-01-TS1,,
302,TCGA-BP-4962-01A-01-BS1,,
303,TCGA-BP-4963-01A-01-BS1,,
304,TCGA-BP-4968-11A-01-TS1,,
305,TCGA-BP-4970-01A-01-BS1,,
306,TCGA-BP-4972-01Z-00-DX1,,
307,TCGA-BP-4974-01A-01-BS1,,
308,TCGA-BP-4975-01Z-00-DX1,,
309,TCGA-BP-4977-01A-01-TS1,,
310,TCGA-BP-4981-11A-01-TS1,,
311,TCGA-BP-4982-01A-01-BS1,,
312,TCGA-BP-4985-01A-01-TS1,,
313,TCGA-BP-4998-01A-01-TS1,,
314,TCGA-BP-5000-01Z-00-DX1,,
315,TCGA-BP-5001-01A-01-BS1,,
316,TCGA-BP-5004-01A-01-BS1,,
317,TCGA-BP-5007-01A-01-BS1,,
318,TCGA-BP-5008-01Z-00-DX1,,
319,TCGA-BP-5010-11A-01-TS1,,
320,TCGA-BP-5170-01A-01-TS1,,
321,TCGA-BP-5173-01A-01-TS1,,
322,TCGA-BP-5174-01Z-00-DX1,,
323,TCGA-BP-5175-11A-01-TS1,,
324,TCGA-BP-5176-01A-01-BS1,,
325,TCGA-BP-5180-01Z-00-DX1,,
326,TCGA-BP-5182-01A-01-TS1,,
327,TCGA-BP-5183-11A-01-TS1,,
328,TCGA-BP-5184-01Z-00-DX1,,
329,TCGA-BP-5185-01A-01-TS1,,
330,TCGA-BP-5187-01Z-00-DX1,,
331,TCGA-BP-5190-11A-01-TS1,,
332,TCGA-BP-5194-01A-02-BS2,,
333,TCGA-BP-5195-11A-01-TS1,,
334,TCGA-BP-5196-11A-01-TS1,,
335,TCGA-BP-5200-01A-01-BS1,,
336,TCGA-CJ-4634-01A-01-BS1,,
337,TCGA-CJ-4638-01A-01-BS1,,
338,TCGA-CJ-4639-11A-01-TS1,,
339,TCGA-CJ-4640-01Z-00-DX1,,
340,TCGA-CJ-4642-01Z-00-DX1,,
341,TCGA-CJ-4643-01A-01-TS1,,
342,TCGA-CJ-4644-01A-01-TS1,,
343,TCGA-CJ-4868-01A-01-BS1,,
344,TCGA-CJ-4869-11A-01-TS1,,
345,TCGA-CJ-4870-01A-01-BS1,,
346,TCGA-CJ-4871-01A-01-TS1,,
347,TCGA-CJ-4873-01A-01-TS1,,
348,TCGA-CJ-4874-01A-01-BS1,,
349,TCGA-CJ-4875-11A-01-TS1,,
350,TCGA-CJ-4878-01Z-00-DX1,,
351,TCGA-CJ-4881-11A-01-TS1,,
352,TCGA-CJ-4882-01Z-00-DX1,,
353,TCGA-CJ-4884-01A-01-BS1,,
354,TCGA-CJ-4886-01A-01-TS1,,
355,TCGA-CJ-4887-01A-01-BS1,,
356,TCGA-CJ-4888-01A-01-BS1,,
357,TCGA-CJ-4889-01A-01-BS1,,
358,TCGA-CJ-4890-01Z-00-DX1,,
359,TCGA-CJ-4892-01A-01-BS1,,
360,TCGA-CJ-4897-01A-01-BS1,,
361,TCGA-CJ-4899-01Z-00-DX1,,
362,TCGA-CJ-4901-01A-01-BS1,,
363,TCGA-CJ-4902-11A-01-TS1,,
364,TCGA-CJ-4903-11A-01-TS1,,
365,TCGA-CJ-4907-01A-01-BS1,,
366,TCGA-CJ-4916-01A-01-BS1,,
367,TCGA-CJ-4918-01Z-00-DX1,,
368,TCGA-CJ-4920-01A-01-BS1,,
369,TCGA-CJ-5671-01A-01-TS1,,
370,TCGA-CJ-5675-01A-01-TS1,,
371,TCGA-CJ-5676-01Z-00-DX1,,
372,TCGA-CJ-5678-11A-01-TS1,,
373,TCGA-CJ-5680-01A-01-TS1,,
374,TCGA-CJ-5684-01A-01-BS1,,
375,TCGA-CJ-5686-01Z-00-DX1,,
376,TCGA-CJ-6028-01Z-00-DX1,,
377,TCGA-CJ-6031-01Z-00-DX1,,
378,TCGA-CJ-6032-01A-01-BS1,,
379,TCGA-CJ-6033-11A-01-TS1,,
380,TCGA-CW-5580-01A-01-TS1,,
381,TCGA-CW-5585-01A-01-TS1,,
382,TCGA-CW-5587-01A-01-BS1,,
383,TCGA-CW-5588-01A-01-TS1,,
384,TCGA-CW-5589-01A-01-TS1,,
385,TCGA-CW-5590-01A-01-TS1,,
386,TCGA-CW-5591-01A-01-BS1,,
387,TCGA-CW-6087-01A-01-BS1,,
388,TCGA-CW-6088-11A-01-TS1,,
389,TCGA-CW-6090-01A-01-TS1,,
390,TCGA-CW-6097-01A-01-TS1,,
391,TCGA-CZ-4853-11A-01-TS1,,
392,TCGA-CZ-4857-01A-01-TS1,,
393,TCGA-CZ-4858-11A-01-TS1,,
394,TCGA-CZ-4860-01Z-00-DX1,,
395,TCGA-CZ-4861-01A-01-TS1,,
396,TCGA-CZ-4863-11A-01-BS1,,
397,TCGA-CZ-5451-01A-01-TS1,,
398,TCGA-CZ-5452-01A-01-TS1,,
399,TCGA-CZ-5454-01A-01-BS1,,
400,TCGA-CZ-5455-01A-01-BS1,,
401,TCGA-CZ-5457-01Z-00-DX1,,
402,TCGA-CZ-5458-01A-01-BS1,,
403,TCGA-CZ-5460-01A-01-BS1,,
404,TCGA-CZ-5462-01A-01-TS1,,
405,TCGA-CZ-5463-01Z-00-DX1,,
406,TCGA-CZ-5464-11A-01-TS1,,
407,TCGA-CZ-5465-11A-01-TS1,,
408,TCGA-CZ-5466-01A-01-BS1,,
409,TCGA-CZ-5467-11A-01-TS1,,
410,TCGA-CZ-5982-01A-01-BS1,,
411,TCGA-CZ-5984-01A-01-TS1,,
412,TCGA-CZ-5985-11A-01-TS1,,
413,TCGA-CZ-5986-11A-01-TS1,,
414,TCGA-CZ-5987-01A-01-BS1,,
415,TCGA-CZ-5988-01A-01-TS1,,
416,TCGA-CZ-5989-01A-01-TS1,,
417,TCGA-DV-5575-01A-01-BS1,,
418,TCGA-DV-A4VX-01A-01-TSA,,
419,TCGA-EU-5904-01Z-00-DX1,,
420,TCGA-G6-A5PC-01Z-00-DX1,,
421,C3L-00011-26,,
422,C3L-00902-26,,
423,C3L-00907-23,,
424,C3L-01861-26,,
425,C3L-01885-23,,
426,C3N-00437-25,,
427,TCGA-A3-3307-01Z-00-DX1,,
428,TCGA-A3-3328-01A-01-TS1,,
429,TCGA-A3-3329-01A-01-TS1,,
430,TCGA-A3-3336-01Z-00-DX1,,
431,TCGA-A3-3358-01Z-00-DX1,,
432,TCGA-A3-3359-01Z-00-DX1,,
433,TCGA-AK-3425-01A-01-BS1,,
434,TCGA-AK-3454-01Z-00-DX1,,
435,TCGA-AK-3455-01A-01-TS1,,
436,TCGA-B0-4712-01A-01-TS1,,
437,TCGA-B0-5088-01A-01-TS1,,
438,TCGA-B0-5691-01Z-00-DX1,,
439,TCGA-B0-5693-01A-01-TS1,,
440,TCGA-B0-5694-11A-01-TS1,,
441,TCGA-B0-5695-01A-01-TS1,,
442,TCGA-B0-5812-01A-01-BS1,,
443,TCGA-BP-4158-11A-01-TS1,,
444,TCGA-BP-4327-01A-01-TS1,,
445,TCGA-BP-4331-11A-01-BS1,,
446,TCGA-BP-4342-01A-01-TS1,,
447,TCGA-BP-4344-11A-01-BS1,,
448,TCGA-BP-4775-11A-01-TS1,,
449,TCGA-BP-4795-01Z-00-DX1,,
450,TCGA-BP-4799-01A-01-BS1,,
451,TCGA-BP-4965-01A-01-BS1,,
452,TCGA-BP-4976-01A-01-BS1,,
453,TCGA-BP-4988-01A-01-TS1,,
454,TCGA-BP-4995-01Z-00-DX1,,
455,TCGA-BP-4999-01A-01-BS1,,
456,TCGA-BP-5009-01A-01-BS1,,
457,TCGA-BP-5168-11A-01-TS1,,
458,TCGA-BP-5178-01Z-00-DX1,,
459,TCGA-BP-5189-01A-01-BS1,,
460,TCGA-BP-5191-01Z-00-DX1,,
461,TCGA-BP-5199-01Z-00-DX1,,
462,TCGA-BP-5201-01A-01-TS1,,
463,TCGA-CJ-4891-01A-01-TS1,,
464,TCGA-CJ-4894-11A-01-TS1,,
465,TCGA-CJ-4904-01A-02-BS2,,
466,TCGA-CJ-5689-01Z-00-DX1,,
467,TCGA-CJ-6027-01A-01-TS1,,
468,TCGA-CJ-6030-01A-01-BS1,,
469,TCGA-CW-6093-01A-01-BS1,,
470,TCGA-CZ-4854-01A-01-BS1,,
471,TCGA-CZ-4862-11A-01-BS1,,
472,TCGA-CZ-4865-01A-01-BS1,,
473,TCGA-DV-5565-01A-01-TS1,,
474,TCGA-DV-5566-01A-01-TS1,,
475,TCGA-DV-5567-01A-01-TS1,,
476,TCGA-DV-5573-01Z-00-DX1,,
477,TCGA-DV-5574-01A-01-TS1,,
478,TCGA-DV-5576-01A-01-TS1,,
479,TCGA-DV-A4W0-01A-01-TSA,,
