,train,val,test
32,C3L-01287-23,TCGA-BP-4756-11A-01-TS1,TCGA-BP-5190-11A-01-TS1
33,C3L-01288-23,TCGA-BP-4775-11A-01-TS1,TCGA-BP-5196-11A-01-TS1
34,C3L-01313-23,TCGA-BP-4790-01A-01-BS1,TCGA-CJ-4634-01A-01-BS1
35,C3L-01603-23,TCGA-BP-4965-01A-01-BS1,TCGA-CJ-4640-01Z-00-DX1
36,C3L-01607-21,TCGA-BP-4969-01A-01-TS1,TCGA-CJ-4871-01A-01-TS1
37,C3L-01836-26,TCGA-BP-4985-01A-01-TS1,TCGA-CJ-4873-01A-01-TS1
38,C3L-01861-26,TCGA-BP-4995-01Z-00-DX1,TCGA-CJ-4874-01A-01-BS1
39,C3L-01882-21,TCGA-BP-5010-11A-01-TS1,TCGA-CJ-4875-11A-01-TS1
40,C3L-01885-23,TCGA-BP-5183-11A-01-TS1,TCGA-CJ-4894-11A-01-TS1
41,C3N-00149-27,TCGA-BP-5187-01Z-00-DX1,TCGA-CJ-4897-01A-01-BS1
42,C3N-00150-22,TCGA-BP-5194-01A-02-BS2,TCGA-CJ-4920-01A-01-BS1
43,C3N-00154-21,TCGA-BP-5199-01Z-00-DX1,TCGA-CJ-5682-11A-01-TS1
44,C3N-00168-24,TCGA-CJ-4886-01A-01-TS1,TCGA-CZ-4864-01Z-00-DX1
45,C3N-00177-21,TCGA-CJ-4887-01A-01-BS1,TCGA-CZ-5462-01A-01-TS1
46,C3N-00194-27,TCGA-CJ-4901-01A-01-BS1,TCGA-CZ-5463-01Z-00-DX1
47,C3N-00246-26,TCGA-CJ-4902-11A-01-TS1,TCGA-CZ-5988-01A-01-TS1
48,C3N-00305-21,TCGA-CW-5589-01A-01-TS1,TCGA-CZ-5989-01A-01-TS1
49,C3N-00310-22,TCGA-CW-5591-01A-01-BS1,TCGA-DV-5576-01A-01-TS1
50,C3N-00313-23,TCGA-CZ-4857-01A-01-TS1,C3N-01080-22
51,C3N-00314-24,TCGA-DV-5566-01A-01-TS1,C3L-00968-26
52,C3N-00315-23,C3N-02265-25,C3N-02266-21
53,C3N-00320-21,C3L-02352-26,C3N-03018-22
54,C3N-00380-25,C3N-01657-23,C3N-01536-22
55,C3N-00435-24,C3N-01081-21,C3N-02263-21
56,C3N-00437-25,C3N-01090-21,C3N-01654-29
57,C3N-00491-24,C3L-01459-21,C3N-01905-21
58,C3N-00492-21,C3L-01976-23,C3L-01462-22
59,C3N-00494-24,C3L-00004-26,C3L-01281-23
60,C3N-00495-21,C3L-00004-26,C3L-01281-23
61,C3N-00573-22,C3L-00004-26,C3L-01281-23
62,C3N-00577-22,C3L-00004-26,C3L-01281-23
63,C3N-00733-23,C3L-00813-21,C3N-00242-26
64,C3N-00831-25,C3L-01302-26,C3N-00390-26
65,C3N-00832-21,C3L-01302-26,C3N-00242-26
66,C3N-00953-21,C3L-01302-26,C3N-00242-26
67,C3N-01176-21,C3N-00244-26,C3N-00242-26
68,C3N-01178-25,C3N-00244-26,C3N-00242-26
69,C3N-01179-21,C3N-00244-26,C3N-00242-26
70,C3N-01180-22,C3N-00244-26,C3N-00242-26
71,C3N-01200-26,C3N-00244-26,C3N-00242-26
72,C3N-01213-21,C3N-00244-26,C3N-00242-26
73,C3N-01220-26,C3N-00244-26,C3N-00242-26
74,C3N-01261-21,C3N-00244-26,C3N-00312-21
75,C3N-01361-21,C3L-01302-26,C3N-00312-21
76,C3N-01522-22,C3L-01302-26,C3N-00312-21
77,C3N-01524-23,C3N-00244-26,C3N-00312-21
78,C3N-01646-22,C3L-01302-26,C3N-00312-21
79,C3N-01648-28,,C3N-00312-21
80,C3N-01649-30,,C3N-00312-21
81,C3N-01651-30,,C3N-00312-21
82,C3N-01808-27,,C3N-00242-26
83,TCGA-A3-3307-01Z-00-DX1,,C3N-00390-26
84,TCGA-A3-3311-01A-01-BS1,,C3N-00390-26
85,TCGA-A3-3313-01A-01-TS1,,C3N-00390-26
86,TCGA-A3-3316-11A-01-BS1,,C3N-00390-26
87,TCGA-A3-3317-01A-02-BS2,,C3N-00390-26
88,TCGA-A3-3319-01Z-00-DX1,,
89,TCGA-A3-3320-01A-01-BS1,,
90,TCGA-A3-3322-11A-01-TS1,,
91,TCGA-A3-3323-01A-01-BS1,,
92,TCGA-A3-3325-11A-01-TS1,,
93,TCGA-A3-3326-01A-01-BS1,,
94,TCGA-A3-3328-01A-01-TS1,,
95,TCGA-A3-3329-01A-01-TS1,,
96,TCGA-A3-3331-01A-01-TS1,,
97,TCGA-A3-3335-01A-01-BS1,,
98,TCGA-A3-3336-01Z-00-DX1,,
99,TCGA-A3-3343-01Z-00-DX1,,
100,TCGA-A3-3346-11A-01-TS1,,
101,TCGA-A3-3347-01A-02-BS2,,
102,TCGA-A3-3349-01Z-00-DX1,,
103,TCGA-A3-3351-01A-01-TS1,,
104,TCGA-A3-3352-11A-01-TS1,,
105,TCGA-A3-3357-01Z-00-DX1,,
106,TCGA-A3-3359-01Z-00-DX1,,
107,TCGA-A3-3362-01A-02-BS2,,
108,TCGA-A3-3365-01Z-00-DX2,,
109,TCGA-A3-3367-11A-01-TS1,,
110,TCGA-A3-3370-01A-01-BS1,,
111,TCGA-A3-3372-01A-02-BS2,,
112,TCGA-A3-3374-01A-01-TS1,,
113,TCGA-A3-3376-01Z-00-DX1,,
114,TCGA-A3-3378-01A-01-BS1,,
115,TCGA-A3-3383-01Z-00-DX1,,
116,TCGA-A3-3385-11A-01-TS1,,
117,TCGA-A3-3387-11A-01-TS1,,
118,TCGA-AK-3425-01A-01-BS1,,
119,TCGA-AK-3426-01A-01-TS1,,
120,TCGA-AK-3428-01A-01-BS1,,
121,TCGA-AK-3429-01A-01-BS1,,
122,TCGA-AK-3430-01Z-00-DX1,,
123,TCGA-AK-3431-01A-02-BS2,,
124,TCGA-AK-3433-01A-02-BS2,,
125,TCGA-AK-3434-01A-02-BS2,,
126,TCGA-AK-3436-01A-01-BS1,,
127,TCGA-AK-3440-01A-02-BS2,,
128,TCGA-AK-3443-01Z-00-DX1,,
129,TCGA-AK-3444-01A-02-BS2,,
130,TCGA-AK-3445-01Z-00-DX1,,
131,TCGA-AK-3447-01A-01-TS1,,
132,TCGA-AK-3450-01A-01-BS1,,
133,TCGA-AK-3453-01A-01-BS1,,
134,TCGA-AK-3454-01Z-00-DX1,,
135,TCGA-AK-3458-01Z-00-DX1,,
136,TCGA-AK-3465-01Z-00-DX1,,
137,TCGA-B0-4690-01A-01-BS1,,
138,TCGA-B0-4691-11A-01-TS1,,
139,TCGA-B0-4693-01A-01-TS1,,
140,TCGA-B0-4694-01Z-00-DX1,,
141,TCGA-B0-4696-11A-01-BS1,,
142,TCGA-B0-4697-01A-01-BS1,,
143,TCGA-B0-4698-01Z-00-DX1,,
144,TCGA-B0-4700-01Z-00-DX1,,
145,TCGA-B0-4712-01A-01-TS1,,
146,TCGA-B0-4713-01Z-00-DX1,,
147,TCGA-B0-4714-01A-01-TS1,,
148,TCGA-B0-4811-01A-01-BS1,,
149,TCGA-B0-4815-11A-01-BS1,,
150,TCGA-B0-4816-01A-01-BS1,,
151,TCGA-B0-4817-01A-01-TS1,,
152,TCGA-B0-4818-11A-01-TS1,,
153,TCGA-B0-4821-11A-01-BS1,,
154,TCGA-B0-4823-01Z-00-DX1,,
155,TCGA-B0-4824-11A-01-TS1,,
156,TCGA-B0-4827-11A-01-BS1,,
157,TCGA-B0-4828-11A-01-BS1,,
158,TCGA-B0-4834-01Z-00-DX1,,
159,TCGA-B0-4836-01Z-00-DX1,,
160,TCGA-B0-4837-01Z-00-DX1,,
161,TCGA-B0-4838-11A-01-TS1,,
162,TCGA-B0-4839-01A-01-BS1,,
163,TCGA-B0-4842-01Z-00-DX1,,
164,TCGA-B0-4843-01Z-00-DX1,,
165,TCGA-B0-4845-01A-01-TS1,,
166,TCGA-B0-4846-01Z-00-DX1,,
167,TCGA-B0-4847-11A-01-BS1,,
168,TCGA-B0-4848-11A-01-BS1,,
169,TCGA-B0-4852-11A-01-TS1,,
170,TCGA-B0-5075-01Z-00-DX1,,
171,TCGA-B0-5077-01A-01-BS1,,
172,TCGA-B0-5081-01A-01-BS1,,
173,TCGA-B0-5083-01A-02-BS2,,
174,TCGA-B0-5084-01A-01-BS1,,
175,TCGA-B0-5085-01A-01-BS1,,
176,TCGA-B0-5088-01A-01-TS1,,
177,TCGA-B0-5092-01A-01-TS1,,
178,TCGA-B0-5094-01A-01-TS1,,
179,TCGA-B0-5095-01A-01-TS1,,
180,TCGA-B0-5096-11A-01-TS1,,
181,TCGA-B0-5098-01A-01-BS1,,
182,TCGA-B0-5099-11A-01-TS1,,
183,TCGA-B0-5100-11A-01-TS1,,
184,TCGA-B0-5102-01A-01-TS1,,
185,TCGA-B0-5104-01A-01-TS1,,
186,TCGA-B0-5106-11A-01-TS1,,
187,TCGA-B0-5107-01A-01-BS1,,
188,TCGA-B0-5400-01Z-00-DX1,,
189,TCGA-B0-5690-01A-01-BS1,,
190,TCGA-B0-5691-01Z-00-DX1,,
191,TCGA-B0-5693-01A-01-TS1,,
192,TCGA-B0-5694-11A-01-TS1,,
193,TCGA-B0-5695-01A-01-TS1,,
194,TCGA-B0-5697-11A-01-TS1,,
195,TCGA-B0-5698-01A-01-TS1,,
196,TCGA-B0-5700-01A-01-TS1,,
197,TCGA-B0-5702-11A-01-TS1,,
198,TCGA-B0-5705-11A-01-TS1,,
199,TCGA-B0-5706-11A-01-TS1,,
200,TCGA-B0-5709-01A-01-BS1,,
201,TCGA-B0-5710-01A-01-TS1,,
202,TCGA-B0-5711-01Z-00-DX1,,
203,TCGA-B0-5712-01Z-00-DX1,,
204,TCGA-B0-5812-01A-01-BS1,,
205,TCGA-B2-4098-11A-01-BS1,,
206,TCGA-B8-4143-01A-01-BS1,,
207,TCGA-B8-4146-01B-01-TS1,,
208,TCGA-B8-4148-01A-02-BS2,,
209,TCGA-B8-4153-11A-01-BS1,,
210,TCGA-BP-4158-11A-01-TS1,,
211,TCGA-BP-4159-11A-01-BS1,,
212,TCGA-BP-4161-01A-01-BS1,,
213,TCGA-BP-4162-01Z-00-DX1,,
214,TCGA-BP-4163-01A-01-TS1,,
215,TCGA-BP-4164-11A-01-TS1,,
216,TCGA-BP-4165-11A-01-BS1,,
217,TCGA-BP-4167-01A-01-TS1,,
218,TCGA-BP-4169-01A-01-BS1,,
219,TCGA-BP-4173-11A-01-BS1,,
220,TCGA-BP-4174-01Z-00-DX1,,
221,TCGA-BP-4176-01Z-00-DX1,,
222,TCGA-BP-4177-11A-01-BS1,,
223,TCGA-BP-4325-11A-01-TS1,,
224,TCGA-BP-4326-01A-01-BS1,,
225,TCGA-BP-4327-01A-01-TS1,,
226,TCGA-BP-4329-01Z-00-DX1,,
227,TCGA-BP-4330-01Z-00-DX1,,
228,TCGA-BP-4334-11A-01-BS1,,
229,TCGA-BP-4335-01A-01-TS1,,
230,TCGA-BP-4337-01A-01-BS1,,
231,TCGA-BP-4338-01A-01-BS1,,
232,TCGA-BP-4340-01A-01-TS1,,
233,TCGA-BP-4341-01Z-00-DX1,,
234,TCGA-BP-4342-01A-01-TS1,,
235,TCGA-BP-4344-11A-01-BS1,,
236,TCGA-BP-4345-01A-01-BS1,,
237,TCGA-BP-4346-11A-01-TS1,,
238,TCGA-BP-4352-01A-01-BS1,,
239,TCGA-BP-4353-11A-01-TS1,,
240,TCGA-BP-4354-11A-01-TS1,,
241,TCGA-BP-4355-01Z-00-DX1,,
242,TCGA-BP-4758-11A-01-TS1,,
243,TCGA-BP-4759-01A-01-TS1,,
244,TCGA-BP-4762-01A-01-BS1,,
245,TCGA-BP-4763-01A-01-BS1,,
246,TCGA-BP-4765-01A-01-TS1,,
247,TCGA-BP-4766-01A-01-TS1,,
248,TCGA-BP-4768-01Z-00-DX1,,
249,TCGA-BP-4769-01A-01-BS1,,
250,TCGA-BP-4770-01Z-00-DX1,,
251,TCGA-BP-4771-01A-01-BS1,,
252,TCGA-BP-4774-01A-01-TS1,,
253,TCGA-BP-4776-01A-01-BS1,,
254,TCGA-BP-4777-01A-01-BS1,,
255,TCGA-BP-4784-11A-01-TS1,,
256,TCGA-BP-4787-01A-01-BS1,,
257,TCGA-BP-4789-11A-01-TS1,,
258,TCGA-BP-4795-01Z-00-DX1,,
259,TCGA-BP-4797-11A-01-TS1,,
260,TCGA-BP-4798-01A-01-BS1,,
261,TCGA-BP-4799-01A-01-BS1,,
262,TCGA-BP-4804-11A-01-TS1,,
263,TCGA-BP-4959-01A-01-BS1,,
264,TCGA-BP-4961-11A-01-TS1,,
265,TCGA-BP-4962-01A-01-BS1,,
266,TCGA-BP-4963-01A-01-BS1,,
267,TCGA-BP-4964-01A-01-BS1,,
268,TCGA-BP-4968-11A-01-TS1,,
269,TCGA-BP-4970-01A-01-BS1,,
270,TCGA-BP-4971-11A-01-TS1,,
271,TCGA-BP-4972-01Z-00-DX1,,
272,TCGA-BP-4973-01A-01-TS1,,
273,TCGA-BP-4974-01A-01-BS1,,
274,TCGA-BP-4975-01Z-00-DX1,,
275,TCGA-BP-4976-01A-01-BS1,,
276,TCGA-BP-4981-11A-01-TS1,,
277,TCGA-BP-4982-01A-01-BS1,,
278,TCGA-BP-4983-01Z-00-DX1,,
279,TCGA-BP-4986-01A-01-BS1,,
280,TCGA-BP-4987-01A-01-TS1,,
281,TCGA-BP-4991-01A-01-TS1,,
282,TCGA-BP-4998-01A-01-TS1,,
283,TCGA-BP-4999-01A-01-BS1,,
284,TCGA-BP-5000-01Z-00-DX1,,
285,TCGA-BP-5001-01A-01-BS1,,
286,TCGA-BP-5004-01A-01-BS1,,
287,TCGA-BP-5006-01A-01-TS1,,
288,TCGA-BP-5007-01A-01-BS1,,
289,TCGA-BP-5008-01Z-00-DX1,,
290,TCGA-BP-5009-01A-01-BS1,,
291,TCGA-BP-5168-11A-01-TS1,,
292,TCGA-BP-5170-01A-01-TS1,,
293,TCGA-BP-5173-01A-01-TS1,,
294,TCGA-BP-5174-01Z-00-DX1,,
295,TCGA-BP-5175-11A-01-TS1,,
296,TCGA-BP-5176-01A-01-BS1,,
297,TCGA-BP-5180-01Z-00-DX1,,
298,TCGA-BP-5181-01A-01-BS1,,
299,TCGA-BP-5184-01Z-00-DX1,,
300,TCGA-BP-5185-01A-01-TS1,,
301,TCGA-BP-5189-01A-01-BS1,,
302,TCGA-BP-5191-01Z-00-DX1,,
303,TCGA-BP-5192-01A-01-BS1,,
304,TCGA-BP-5195-11A-01-TS1,,
305,TCGA-BP-5198-01Z-00-DX1,,
306,TCGA-BP-5200-01A-01-BS1,,
307,TCGA-BP-5201-01A-01-TS1,,
308,TCGA-CJ-4635-01A-01-BS1,,
309,TCGA-CJ-4636-11A-01-TS1,,
310,TCGA-CJ-4637-01A-01-BS1,,
311,TCGA-CJ-4638-01A-01-BS1,,
312,TCGA-CJ-4639-11A-01-TS1,,
313,TCGA-CJ-4641-11A-01-TS1,,
314,TCGA-CJ-4642-01Z-00-DX1,,
315,TCGA-CJ-4643-01A-01-TS1,,
316,TCGA-CJ-4644-01A-01-TS1,,
317,TCGA-CJ-4868-01A-01-BS1,,
318,TCGA-CJ-4869-11A-01-TS1,,
319,TCGA-CJ-4870-01A-01-BS1,,
320,TCGA-CJ-4872-01A-01-BS1,,
321,TCGA-CJ-4876-11A-01-TS1,,
322,TCGA-CJ-4878-01Z-00-DX1,,
323,TCGA-CJ-4881-11A-01-TS1,,
324,TCGA-CJ-4882-01Z-00-DX1,,
325,TCGA-CJ-4884-01A-01-BS1,,
326,TCGA-CJ-4885-01A-01-BS1,,
327,TCGA-CJ-4888-01A-01-BS1,,
328,TCGA-CJ-4889-01A-01-BS1,,
329,TCGA-CJ-4890-01Z-00-DX1,,
330,TCGA-CJ-4891-01A-01-TS1,,
331,TCGA-CJ-4892-01A-01-BS1,,
332,TCGA-CJ-4893-11A-01-TS1,,
333,TCGA-CJ-4895-01Z-00-DX1,,
334,TCGA-CJ-4899-01Z-00-DX1,,
335,TCGA-CJ-4900-11A-01-TS1,,
336,TCGA-CJ-4903-11A-01-TS1,,
337,TCGA-CJ-4904-01A-02-BS2,,
338,TCGA-CJ-4905-01Z-00-DX1,,
339,TCGA-CJ-4907-01A-01-BS1,,
340,TCGA-CJ-4913-01Z-00-DX1,,
341,TCGA-CJ-4916-01A-01-BS1,,
342,TCGA-CJ-4918-01Z-00-DX1,,
343,TCGA-CJ-4923-01A-01-TS1,,
344,TCGA-CJ-5671-01A-01-TS1,,
345,TCGA-CJ-5672-01Z-00-DX1,,
346,TCGA-CJ-5675-01A-01-TS1,,
347,TCGA-CJ-5676-01Z-00-DX1,,
348,TCGA-CJ-5677-01A-01-BS1,,
349,TCGA-CJ-5678-11A-01-TS1,,
350,TCGA-CJ-5679-11A-01-TS1,,
351,TCGA-CJ-5680-01A-01-TS1,,
352,TCGA-CJ-5681-01Z-00-DX1,,
353,TCGA-CJ-5683-01A-01-BS1,,
354,TCGA-CJ-5684-01A-01-BS1,,
355,TCGA-CJ-5686-01Z-00-DX1,,
356,TCGA-CJ-5689-01Z-00-DX1,,
357,TCGA-CJ-6027-01A-01-TS1,,
358,TCGA-CJ-6028-01Z-00-DX1,,
359,TCGA-CJ-6030-01A-01-BS1,,
360,TCGA-CJ-6031-01Z-00-DX1,,
361,TCGA-CJ-6032-01A-01-BS1,,
362,TCGA-CJ-6033-11A-01-TS1,,
363,TCGA-CW-5580-01A-01-TS1,,
364,TCGA-CW-5581-01A-01-BS1,,
365,TCGA-CW-5583-01A-01-BS1,,
366,TCGA-CW-5584-11A-01-TS1,,
367,TCGA-CW-5585-01A-01-TS1,,
368,TCGA-CW-5587-01A-01-BS1,,
369,TCGA-CW-5588-01A-01-TS1,,
370,TCGA-CW-5590-01A-01-TS1,,
371,TCGA-CW-6087-01A-01-BS1,,
372,TCGA-CW-6088-11A-01-TS1,,
373,TCGA-CW-6090-01A-01-TS1,,
374,TCGA-CW-6093-01A-01-BS1,,
375,TCGA-CW-6096-11A-01-TS1,,
376,TCGA-CW-6097-01A-01-TS1,,
377,TCGA-CZ-4853-11A-01-TS1,,
378,TCGA-CZ-4854-01A-01-BS1,,
379,TCGA-CZ-4858-11A-01-TS1,,
380,TCGA-CZ-4859-01Z-00-DX1,,
381,TCGA-CZ-4860-01Z-00-DX1,,
382,TCGA-CZ-4861-01A-01-TS1,,
383,TCGA-CZ-4862-11A-01-BS1,,
384,TCGA-CZ-4863-11A-01-BS1,,
385,TCGA-CZ-4865-01A-01-BS1,,
386,TCGA-CZ-4866-11A-01-TS1,,
387,TCGA-CZ-5451-01A-01-TS1,,
388,TCGA-CZ-5452-01A-01-TS1,,
389,TCGA-CZ-5454-01A-01-BS1,,
390,TCGA-CZ-5455-01A-01-BS1,,
391,TCGA-CZ-5456-01A-01-TS1,,
392,TCGA-CZ-5457-01Z-00-DX1,,
393,TCGA-CZ-5458-01A-01-BS1,,
394,TCGA-CZ-5459-11A-01-TS1,,
395,TCGA-CZ-5460-01A-01-BS1,,
396,TCGA-CZ-5464-11A-01-TS1,,
397,TCGA-CZ-5465-11A-01-TS1,,
398,TCGA-CZ-5466-01A-01-BS1,,
399,TCGA-CZ-5467-11A-01-TS1,,
400,TCGA-CZ-5469-11A-01-TS1,,
401,TCGA-CZ-5982-01A-01-BS1,,
402,TCGA-CZ-5984-01A-01-TS1,,
403,TCGA-CZ-5985-11A-01-TS1,,
404,TCGA-CZ-5986-11A-01-TS1,,
405,TCGA-CZ-5987-01A-01-BS1,,
406,TCGA-DV-5565-01A-01-TS1,,
407,TCGA-DV-5567-01A-01-TS1,,
408,TCGA-DV-5568-01A-01-BS1,,
409,TCGA-DV-5573-01Z-00-DX1,,
410,TCGA-DV-5574-01A-01-TS1,,
411,TCGA-DV-5575-01A-01-BS1,,
412,TCGA-DV-A4VX-01A-01-TSA,,
413,TCGA-DV-A4VZ-01A-01-TS1,,
414,TCGA-DV-A4W0-01A-01-TSA,,
415,TCGA-EU-5904-01Z-00-DX1,,
416,TCGA-G6-A5PC-01Z-00-DX1,,
417,TCGA-G6-A8L7-01Z-00-DX1,,
418,TCGA-G6-A8L8-01Z-00-DX1,,
419,C3L-02220-23,,
420,C3N-02439-22,,
421,C3L-02201-21,,
422,C3N-01091-27,,
423,C3L-02553-21,,
424,C3L-02842-22,,
425,C3N-01656-21,,
426,C3N-02763-23,,
427,C3L-02364-21,,
428,C3N-02248-22,,
429,C3N-03019-22,,
430,C3L-00970-22,,
431,C3N-02577-21,,
432,C3L-01676-22,,
433,C3L-02202-21,,
434,C3L-01464-22,,
435,C3N-02264-22,,
436,C3L-02841-21,,
437,C3L-00976-23,,
438,C3L-00966-22,,
439,C3N-01077-27,,
440,C3N-02431-22,,
441,C3L-02551-22,,
442,C3N-01806-27,,
443,C3N-00715-21,,
444,C3N-00721-26,,
445,C3N-01086-26,,
446,C3L-02208-21,,
447,C3N-03020-22,,
448,C3L-01107-21,,
449,C3L-00969-27,,
450,C3N-01078-21,,
451,C3L-01681-27,,
452,C3N-02332-22,,
453,C3L-01951-21,,
454,C3N-02429-23,,
455,C3N-02160-24,,
456,C3N-02015-23,,
457,C3N-02761-21,,
458,C3N-02723-26,,
459,C3N-01088-26,,
460,C3L-01106-26,,
461,C3L-01869-23,,
462,C3N-01083-23,,
463,C3L-02346-26,,
464,C3L-01465-21,,
465,C3N-01828-23,,
466,C3N-01085-24,,
467,C3L-00789-21,,
468,C3L-01958-21,,
469,C3N-02224-27,,
470,C3L-01033-23,,
471,C3N-01082-21,,
472,C3L-01665-23,,
473,C3L-02211-22,,
474,C3N-00647-26,,
475,C3L-00165-26,,
476,C3N-02811-23,,
477,C3N-02262-22,,
478,C3L-02544-26,,
479,C3L-01034-23,,
480,C3L-00796-21,,
481,C3L-00796-21,,
482,C3L-00026-21,,
483,C3L-00097-26,,
484,C3L-00097-26,,
485,C3L-00026-21,,
486,C3L-00010-26,,
487,C3L-00010-26,,
488,C3L-00026-21,,
489,C3L-00011-26,,
490,C3L-01283-21,,
491,C3L-01288-23,,
492,C3L-00011-26,,
493,C3L-00011-26,,
494,C3L-00011-26,,
495,C3L-00026-21,,
496,C3L-00026-21,,
497,C3L-00026-21,,
498,C3L-00026-21,,
499,C3L-00011-26,,
500,C3L-00103-26,,
501,C3L-00026-21,,
502,C3L-00010-26,,
503,C3L-00910-26,,
504,C3L-00079-26,,
505,C3L-00079-26,,
506,C3L-00079-26,,
507,C3L-00079-26,,
508,C3L-00183-26,,
509,C3L-00910-26,,
510,C3L-00088-22,,
511,C3L-00183-26,,
512,C3L-01885-23,,
513,C3L-00088-22,,
514,C3L-00183-26,,
515,C3N-00168-24,,
516,C3L-01885-23,,
517,C3L-00096-26,,
518,C3N-00168-24,,
519,C3N-00154-21,,
520,C3L-00183-26,,
521,C3N-00154-21,,
522,C3L-00097-26,,
523,C3L-00097-26,,
524,C3L-00097-26,,
525,C3L-00010-26,,
526,C3L-00097-26,,
527,C3L-00097-26,,
528,C3L-00097-26,,
529,C3L-00010-26,,
530,C3L-00097-26,,
531,C3L-00010-26,,
532,C3L-00097-26,,
533,C3L-00026-21,,
534,C3L-00010-26,,
535,C3L-01287-23,,
536,C3L-00103-26,,
537,C3L-00026-21,,
538,C3L-00010-26,,
539,C3L-00103-26,,
540,C3L-01885-23,,
541,C3L-00183-26,,
542,C3L-00183-26,,
543,C3L-00088-22,,
544,C3L-00183-26,,
545,C3L-00183-26,,
546,C3L-00183-26,,
547,C3L-00183-26,,
548,C3L-00359-21,,
549,C3L-00607-22,,
550,C3L-00607-22,,
551,C3L-00359-21,,
552,C3L-00359-21,,
553,C3L-00369-22,,
554,C3L-00369-22,,
555,C3L-00369-22,,
556,C3L-00416-21,,
557,C3L-00907-23,,
558,C3L-00416-21,,
559,C3L-00561-26,,
560,C3L-00908-26,,
561,C3L-00606-22,,
562,C3L-00418-21,,
563,C3L-00418-21,,
564,C3L-00606-22,,
565,C3L-00791-21,,
566,C3L-00418-21,,
567,C3L-00917-21,,
568,C3L-00447-22,,
569,C3L-00447-22,,
570,C3L-00447-22,,
571,C3L-00447-22,,
572,C3L-01607-21,,
573,C3L-00447-22,,
574,C3L-00360-26,,
575,C3L-00359-21,,
576,C3L-00907-23,,
577,C3L-00561-26,,
578,C3L-00561-26,,
579,C3L-00561-26,,
580,C3L-00561-26,,
581,C3L-00581-22,,
582,C3L-00360-26,,
583,C3L-00581-22,,
584,C3L-00581-22,,
585,C3L-00581-22,,
586,C3L-00583-22,,
587,C3L-00583-22,,
588,C3L-00583-22,,
589,C3L-00583-22,,
590,C3L-00583-22,,
591,C3L-00583-22,,
592,C3L-00902-26,,
593,C3L-00583-22,,
594,C3L-00606-22,,
595,C3L-00606-22,,
596,C3L-00917-21,,
