,train,val,test
96,TCGA-A3-3352-11A-01-TS1,C3L-00908-26,
97,TCGA-A3-3357-01Z-00-DX1,C3L-00908-26,
98,TCGA-A3-3358-01Z-00-DX1,C3L-00917-21,
99,TCGA-A3-3359-01Z-00-DX1,C3L-00581-22,
100,TCGA-A3-3362-01A-02-BS2,C3L-01283-21,
101,TCGA-A3-3365-01Z-00-DX2,C3L-01286-21,
102,TCGA-A3-3367-11A-01-TS1,C3L-01286-21,
103,TCGA-A3-3370-01A-01-BS1,C3L-01286-21,
104,TCGA-A3-3372-01A-02-BS2,C3L-01286-21,
105,TCGA-A3-3374-01A-01-TS1,C3L-01287-23,
106,TCGA-A3-3376-01Z-00-DX1,C3L-01287-23,
107,TCGA-A3-3378-01A-01-BS1,C3L-01287-23,
108,TCGA-A3-3380-01A-01-TS1,C3L-01287-23,
109,TCGA-A3-3382-01A-02-BS2,C3L-01283-21,
110,TCGA-A3-3385-11A-01-TS1,C3L-01283-21,
111,TCGA-A3-3387-11A-01-TS1,C3L-01287-23,
112,TCGA-AK-3425-01A-01-BS1,C3L-01286-21,
113,TCGA-AK-3427-01A-01-TS1,C3L-01283-21,
114,TCGA-AK-3428-01A-01-BS1,C3L-00917-21,
115,TCGA-AK-3429-01A-01-BS1,C3N-00314-24,
116,TCGA-AK-3430-01Z-00-DX1,C3L-01286-21,
117,TCGA-AK-3431-01A-02-BS2,C3L-01286-21,
118,TCGA-AK-3433-01A-02-BS2,C3L-01286-21,
119,TCGA-AK-3434-01A-02-BS2,C3N-00390-26,
120,TCGA-AK-3436-01A-01-BS1,C3N-00314-24,
121,TCGA-AK-3440-01A-02-BS2,C3L-01286-21,
122,TCGA-AK-3443-01Z-00-DX1,C3N-00314-24,
123,TCGA-AK-3444-01A-02-BS2,C3N-00314-24,
124,TCGA-AK-3445-01Z-00-DX1,C3N-00314-24,
125,TCGA-AK-3447-01A-01-TS1,C3N-00314-24,
126,TCGA-AK-3451-01Z-00-DX1,C3N-00390-26,
127,TCGA-AK-3453-01A-01-BS1,C3N-00390-26,
128,TCGA-AK-3454-01Z-00-DX1,C3N-00390-26,
129,TCGA-AK-3455-01A-01-TS1,C3N-00390-26,
130,TCGA-AK-3460-01A-01-BS1,C3N-00390-26,
131,TCGA-AK-3461-01A-02-BS2,,
132,TCGA-AK-3465-01Z-00-DX1,,
133,TCGA-B0-4688-11A-01-BS1,,
134,TCGA-B0-4690-01A-01-BS1,,
135,TCGA-B0-4691-11A-01-TS1,,
136,TCGA-B0-4693-01A-01-TS1,,
137,TCGA-B0-4694-01Z-00-DX1,,
138,TCGA-B0-4696-11A-01-BS1,,
139,TCGA-B0-4697-01A-01-BS1,,
140,TCGA-B0-4698-01Z-00-DX1,,
141,TCGA-B0-4699-01Z-00-DX1,,
142,TCGA-B0-4700-01Z-00-DX1,,
143,TCGA-B0-4701-11A-01-BS1,,
144,TCGA-B0-4703-01A-01-TS1,,
145,TCGA-B0-4712-01A-01-TS1,,
146,TCGA-B0-4713-01Z-00-DX1,,
147,TCGA-B0-4714-01A-01-TS1,,
148,TCGA-B0-4810-01Z-00-DX1,,
149,TCGA-B0-4811-01A-01-BS1,,
150,TCGA-B0-4814-11A-01-TS1,,
151,TCGA-B0-4816-01A-01-BS1,,
152,TCGA-B0-4817-01A-01-TS1,,
153,TCGA-B0-4818-11A-01-TS1,,
154,TCGA-B0-4821-11A-01-BS1,,
155,TCGA-B0-4824-11A-01-TS1,,
156,TCGA-B0-4827-11A-01-BS1,,
157,TCGA-B0-4828-11A-01-BS1,,
158,TCGA-B0-4833-01Z-00-DX1,,
159,TCGA-B0-4836-01Z-00-DX1,,
160,TCGA-B0-4837-01Z-00-DX1,,
161,TCGA-B0-4838-11A-01-TS1,,
162,TCGA-B0-4839-01A-01-BS1,,
163,TCGA-B0-4841-11A-01-TS1,,
164,TCGA-B0-4844-01Z-00-DX1,,
165,TCGA-B0-4845-01A-01-TS1,,
166,TCGA-B0-4846-01Z-00-DX1,,
167,TCGA-B0-4848-11A-01-BS1,,
168,TCGA-B0-4852-11A-01-TS1,,
169,TCGA-B0-4945-01A-01-BS1,,
170,TCGA-B0-5075-01Z-00-DX1,,
171,TCGA-B0-5077-01A-01-BS1,,
172,TCGA-B0-5080-01Z-00-DX1,,
173,TCGA-B0-5081-01A-01-BS1,,
174,TCGA-B0-5083-01A-02-BS2,,
175,TCGA-B0-5084-01A-01-BS1,,
176,TCGA-B0-5085-01A-01-BS1,,
177,TCGA-B0-5088-01A-01-TS1,,
178,TCGA-B0-5092-01A-01-TS1,,
179,TCGA-B0-5094-01A-01-TS1,,
180,TCGA-B0-5096-11A-01-TS1,,
181,TCGA-B0-5098-01A-01-BS1,,
182,TCGA-B0-5100-11A-01-TS1,,
183,TCGA-B0-5102-01A-01-TS1,,
184,TCGA-B0-5106-11A-01-TS1,,
185,TCGA-B0-5107-01A-01-BS1,,
186,TCGA-B0-5109-01A-02-BS2,,
187,TCGA-B0-5110-01Z-00-DX1,,
188,TCGA-B0-5400-01Z-00-DX1,,
189,TCGA-B0-5690-01A-01-BS1,,
190,TCGA-B0-5691-01Z-00-DX1,,
191,TCGA-B0-5692-01Z-00-DX1,,
192,TCGA-B0-5693-01A-01-TS1,,
193,TCGA-B0-5694-11A-01-TS1,,
194,TCGA-B0-5695-01A-01-TS1,,
195,TCGA-B0-5696-01Z-00-DX1,,
196,TCGA-B0-5702-11A-01-TS1,,
197,TCGA-B0-5705-11A-01-TS1,,
198,TCGA-B0-5706-11A-01-TS1,,
199,TCGA-B0-5707-01A-01-TS1,,
200,TCGA-B0-5710-01A-01-TS1,,
201,TCGA-B0-5711-01Z-00-DX1,,
202,TCGA-B0-5712-01Z-00-DX1,,
203,TCGA-B0-5713-01Z-00-DX1,,
204,TCGA-B0-5812-01A-01-BS1,,
205,TCGA-B2-4098-11A-01-BS1,,
206,TCGA-B8-4146-01B-01-TS1,,
207,TCGA-B8-4148-01A-02-BS2,,
208,TCGA-B8-4153-11A-01-BS1,,
209,TCGA-B8-A54D-01A-02-TS2,,
210,TCGA-B8-A54E-01A-01-TS1,,
211,TCGA-BP-4158-11A-01-TS1,,
212,TCGA-BP-4161-01A-01-BS1,,
213,TCGA-BP-4162-01Z-00-DX1,,
214,TCGA-BP-4163-01A-01-TS1,,
215,TCGA-BP-4164-11A-01-TS1,,
216,TCGA-BP-4165-11A-01-BS1,,
217,TCGA-BP-4167-01A-01-TS1,,
218,TCGA-BP-4169-01A-01-BS1,,
219,TCGA-BP-4170-01A-02-BS2,,
220,TCGA-BP-4173-11A-01-BS1,,
221,TCGA-BP-4174-01Z-00-DX1,,
222,TCGA-BP-4177-11A-01-BS1,,
223,TCGA-BP-4326-01A-01-BS1,,
224,TCGA-BP-4327-01A-01-TS1,,
225,TCGA-BP-4329-01Z-00-DX1,,
226,TCGA-BP-4330-01Z-00-DX1,,
227,TCGA-BP-4331-11A-01-BS1,,
228,TCGA-BP-4334-11A-01-BS1,,
229,TCGA-BP-4337-01A-01-BS1,,
230,TCGA-BP-4338-01A-01-BS1,,
231,TCGA-BP-4340-01A-01-TS1,,
232,TCGA-BP-4341-01Z-00-DX1,,
233,TCGA-BP-4342-01A-01-TS1,,
234,TCGA-BP-4344-11A-01-BS1,,
235,TCGA-BP-4345-01A-01-BS1,,
236,TCGA-BP-4346-11A-01-TS1,,
237,TCGA-BP-4347-11A-01-BS1,,
238,TCGA-BP-4351-11A-01-BS1,,
239,TCGA-BP-4352-01A-01-BS1,,
240,TCGA-BP-4354-11A-01-TS1,,
241,TCGA-BP-4756-11A-01-TS1,,
242,TCGA-BP-4759-01A-01-TS1,,
243,TCGA-BP-4763-01A-01-BS1,,
244,TCGA-BP-4765-01A-01-TS1,,
245,TCGA-BP-4768-01Z-00-DX1,,
246,TCGA-BP-4769-01A-01-BS1,,
247,TCGA-BP-4770-01Z-00-DX1,,
248,TCGA-BP-4771-01A-01-BS1,,
249,TCGA-BP-4774-01A-01-TS1,,
250,TCGA-BP-4775-11A-01-TS1,,
251,TCGA-BP-4776-01A-01-BS1,,
252,TCGA-BP-4777-01A-01-BS1,,
253,TCGA-BP-4781-11A-01-TS1,,
254,TCGA-BP-4787-01A-01-BS1,,
255,TCGA-BP-4790-01A-01-BS1,,
256,TCGA-BP-4795-01Z-00-DX1,,
257,TCGA-BP-4797-11A-01-TS1,,
258,TCGA-BP-4798-01A-01-BS1,,
259,TCGA-BP-4799-01A-01-BS1,,
260,TCGA-BP-4801-11A-01-TS1,,
261,TCGA-BP-4804-11A-01-TS1,,
262,TCGA-BP-4959-01A-01-BS1,,
263,TCGA-BP-4960-01A-01-BS1,,
264,TCGA-BP-4961-11A-01-TS1,,
265,TCGA-BP-4962-01A-01-BS1,,
266,TCGA-BP-4963-01A-01-BS1,,
267,TCGA-BP-4965-01A-01-BS1,,
268,TCGA-BP-4968-11A-01-TS1,,
269,TCGA-BP-4970-01A-01-BS1,,
270,TCGA-BP-4972-01Z-00-DX1,,
271,TCGA-BP-4974-01A-01-BS1,,
272,TCGA-BP-4975-01Z-00-DX1,,
273,TCGA-BP-4976-01A-01-BS1,,
274,TCGA-BP-4977-01A-01-TS1,,
275,TCGA-BP-4981-11A-01-TS1,,
276,TCGA-BP-4982-01A-01-BS1,,
277,TCGA-BP-4985-01A-01-TS1,,
278,TCGA-BP-4988-01A-01-TS1,,
279,TCGA-BP-4995-01Z-00-DX1,,
280,TCGA-BP-4998-01A-01-TS1,,
281,TCGA-BP-4999-01A-01-BS1,,
282,TCGA-BP-5000-01Z-00-DX1,,
283,TCGA-BP-5001-01A-01-BS1,,
284,TCGA-BP-5004-01A-01-BS1,,
285,TCGA-BP-5007-01A-01-BS1,,
286,TCGA-BP-5008-01Z-00-DX1,,
287,TCGA-BP-5009-01A-01-BS1,,
288,TCGA-BP-5010-11A-01-TS1,,
289,TCGA-BP-5168-11A-01-TS1,,
290,TCGA-BP-5170-01A-01-TS1,,
291,TCGA-BP-5173-01A-01-TS1,,
292,TCGA-BP-5174-01Z-00-DX1,,
293,TCGA-BP-5175-11A-01-TS1,,
294,TCGA-BP-5176-01A-01-BS1,,
295,TCGA-BP-5178-01Z-00-DX1,,
296,TCGA-BP-5180-01Z-00-DX1,,
297,TCGA-BP-5182-01A-01-TS1,,
298,TCGA-BP-5183-11A-01-TS1,,
299,TCGA-BP-5184-01Z-00-DX1,,
300,TCGA-BP-5185-01A-01-TS1,,
301,TCGA-BP-5187-01Z-00-DX1,,
302,TCGA-BP-5189-01A-01-BS1,,
303,TCGA-BP-5190-11A-01-TS1,,
304,TCGA-BP-5191-01Z-00-DX1,,
305,TCGA-BP-5194-01A-02-BS2,,
306,TCGA-BP-5195-11A-01-TS1,,
307,TCGA-BP-5196-11A-01-TS1,,
308,TCGA-BP-5199-01Z-00-DX1,,
309,TCGA-BP-5200-01A-01-BS1,,
310,TCGA-BP-5201-01A-01-TS1,,
311,TCGA-CJ-4634-01A-01-BS1,,
312,TCGA-CJ-4638-01A-01-BS1,,
313,TCGA-CJ-4639-11A-01-TS1,,
314,TCGA-CJ-4640-01Z-00-DX1,,
315,TCGA-CJ-4642-01Z-00-DX1,,
316,TCGA-CJ-4643-01A-01-TS1,,
317,TCGA-CJ-4644-01A-01-TS1,,
318,TCGA-CJ-4868-01A-01-BS1,,
319,TCGA-CJ-4869-11A-01-TS1,,
320,TCGA-CJ-4870-01A-01-BS1,,
321,TCGA-CJ-4871-01A-01-TS1,,
322,TCGA-CJ-4873-01A-01-TS1,,
323,TCGA-CJ-4874-01A-01-BS1,,
324,TCGA-CJ-4875-11A-01-TS1,,
325,TCGA-CJ-4878-01Z-00-DX1,,
326,TCGA-CJ-4881-11A-01-TS1,,
327,TCGA-CJ-4882-01Z-00-DX1,,
328,TCGA-CJ-4884-01A-01-BS1,,
329,TCGA-CJ-4886-01A-01-TS1,,
330,TCGA-CJ-4887-01A-01-BS1,,
331,TCGA-CJ-4888-01A-01-BS1,,
332,TCGA-CJ-4889-01A-01-BS1,,
333,TCGA-CJ-4890-01Z-00-DX1,,
334,TCGA-CJ-4891-01A-01-TS1,,
335,TCGA-CJ-4892-01A-01-BS1,,
336,TCGA-CJ-4894-11A-01-TS1,,
337,TCGA-CJ-4897-01A-01-BS1,,
338,TCGA-CJ-4899-01Z-00-DX1,,
339,TCGA-CJ-4901-01A-01-BS1,,
340,TCGA-CJ-4902-11A-01-TS1,,
341,TCGA-CJ-4903-11A-01-TS1,,
342,TCGA-CJ-4904-01A-02-BS2,,
343,TCGA-CJ-4907-01A-01-BS1,,
344,TCGA-CJ-4916-01A-01-BS1,,
345,TCGA-CJ-4918-01Z-00-DX1,,
346,TCGA-CJ-4920-01A-01-BS1,,
347,TCGA-CJ-5671-01A-01-TS1,,
348,TCGA-CJ-5675-01A-01-TS1,,
349,TCGA-CJ-5676-01Z-00-DX1,,
350,TCGA-CJ-5678-11A-01-TS1,,
351,TCGA-CJ-5680-01A-01-TS1,,
352,TCGA-CJ-5684-01A-01-BS1,,
353,TCGA-CJ-5686-01Z-00-DX1,,
354,TCGA-CJ-5689-01Z-00-DX1,,
355,TCGA-CJ-6027-01A-01-TS1,,
356,TCGA-CJ-6028-01Z-00-DX1,,
357,TCGA-CJ-6030-01A-01-BS1,,
358,TCGA-CJ-6031-01Z-00-DX1,,
359,TCGA-CJ-6032-01A-01-BS1,,
360,TCGA-CJ-6033-11A-01-TS1,,
361,TCGA-CW-5580-01A-01-TS1,,
362,TCGA-CW-5585-01A-01-TS1,,
363,TCGA-CW-5587-01A-01-BS1,,
364,TCGA-CW-5588-01A-01-TS1,,
365,TCGA-CW-5589-01A-01-TS1,,
366,TCGA-CW-5590-01A-01-TS1,,
367,TCGA-CW-5591-01A-01-BS1,,
368,TCGA-CW-6087-01A-01-BS1,,
369,TCGA-CW-6088-11A-01-TS1,,
370,TCGA-CW-6090-01A-01-TS1,,
371,TCGA-CW-6093-01A-01-BS1,,
372,TCGA-CW-6097-01A-01-TS1,,
373,TCGA-CZ-4853-11A-01-TS1,,
374,TCGA-CZ-4854-01A-01-BS1,,
375,TCGA-CZ-4857-01A-01-TS1,,
376,TCGA-CZ-4858-11A-01-TS1,,
377,TCGA-CZ-4860-01Z-00-DX1,,
378,TCGA-CZ-4861-01A-01-TS1,,
379,TCGA-CZ-4862-11A-01-BS1,,
380,TCGA-CZ-4863-11A-01-BS1,,
381,TCGA-CZ-4865-01A-01-BS1,,
382,TCGA-CZ-5451-01A-01-TS1,,
383,TCGA-CZ-5452-01A-01-TS1,,
384,TCGA-CZ-5454-01A-01-BS1,,
385,TCGA-CZ-5455-01A-01-BS1,,
386,TCGA-CZ-5457-01Z-00-DX1,,
387,TCGA-CZ-5458-01A-01-BS1,,
388,TCGA-CZ-5460-01A-01-BS1,,
389,TCGA-CZ-5462-01A-01-TS1,,
390,TCGA-CZ-5463-01Z-00-DX1,,
391,TCGA-CZ-5464-11A-01-TS1,,
392,TCGA-CZ-5465-11A-01-TS1,,
393,TCGA-CZ-5466-01A-01-BS1,,
394,TCGA-CZ-5467-11A-01-TS1,,
395,TCGA-CZ-5982-01A-01-BS1,,
396,TCGA-CZ-5984-01A-01-TS1,,
397,TCGA-CZ-5985-11A-01-TS1,,
398,TCGA-CZ-5986-11A-01-TS1,,
399,TCGA-CZ-5987-01A-01-BS1,,
400,TCGA-CZ-5988-01A-01-TS1,,
401,TCGA-CZ-5989-01A-01-TS1,,
402,TCGA-DV-5565-01A-01-TS1,,
403,TCGA-DV-5566-01A-01-TS1,,
404,TCGA-DV-5567-01A-01-TS1,,
405,TCGA-DV-5573-01Z-00-DX1,,
406,TCGA-DV-5574-01A-01-TS1,,
407,TCGA-DV-5575-01A-01-BS1,,
408,TCGA-DV-5576-01A-01-TS1,,
409,TCGA-DV-A4VX-01A-01-TSA,,
410,TCGA-DV-A4W0-01A-01-TSA,,
411,TCGA-EU-5904-01Z-00-DX1,,
412,TCGA-G6-A5PC-01Z-00-DX1,,
413,C3L-02220-23,,
414,C3N-02439-22,,
415,C3L-02201-21,,
416,C3N-01091-27,,
417,C3L-02842-22,,
418,C3N-02265-25,,
419,C3N-01080-22,,
420,C3L-02352-26,,
421,C3N-01656-21,,
422,C3N-02763-23,,
423,C3N-02248-22,,
424,C3N-03019-22,,
425,C3L-00970-22,,
426,C3N-02577-21,,
427,C3L-02202-21,,
428,C3N-01081-21,,
429,C3L-01464-22,,
430,C3N-02264-22,,
431,C3N-03018-22,,
432,C3L-02841-21,,
433,C3N-01536-22,,
434,C3L-00976-23,,
435,C3N-01090-21,,
436,C3L-00966-22,,
437,C3L-02551-22,,
438,C3N-01806-27,,
439,C3N-00715-21,,
440,C3N-00721-26,,
441,C3N-01086-26,,
442,C3L-02208-21,,
443,C3N-03020-22,,
444,C3L-01107-21,,
445,C3L-00969-27,,
446,C3N-01078-21,,
447,C3L-01681-27,,
448,C3N-02332-22,,
449,C3L-01951-21,,
450,C3N-02429-23,,
451,C3N-02160-24,,
452,C3N-02015-23,,
453,C3L-01459-21,,
454,C3N-02761-21,,
455,C3N-01088-26,,
456,C3N-02263-21,,
457,C3L-01106-26,,
458,C3N-01654-29,,
459,C3L-01869-23,,
460,C3N-01083-23,,
461,C3L-02346-26,,
462,C3L-01465-21,,
463,C3L-01976-23,,
464,C3N-01828-23,,
465,C3N-01085-24,,
466,C3L-01958-21,,
467,C3N-02224-27,,
468,C3L-01033-23,,
469,C3N-01082-21,,
470,C3L-01665-23,,
471,C3N-01905-21,,
472,C3L-02211-22,,
473,C3N-00647-26,,
474,C3L-01462-22,,
475,C3L-00165-26,,
476,C3N-02811-23,,
477,C3N-02262-22,,
478,C3L-02544-26,,
479,C3L-01034-23,,
480,C3L-00004-26,,
481,C3L-00796-21,,
482,C3L-00004-26,,
483,C3L-00004-26,,
484,C3L-00796-21,,
485,C3L-00026-21,,
486,C3L-00004-26,,
487,C3L-00097-26,,
488,C3L-00097-26,,
489,C3L-00026-21,,
490,C3L-00026-21,,
491,C3L-00011-26,,
492,C3L-01288-23,,
493,C3L-00011-26,,
494,C3L-00011-26,,
495,C3L-00011-26,,
496,C3L-00026-21,,
497,C3L-00026-21,,
498,C3L-00026-21,,
499,C3L-00026-21,,
500,C3L-00011-26,,
501,C3L-00103-26,,
502,C3L-00026-21,,
503,C3L-00910-26,,
504,C3L-00079-26,,
505,C3L-00079-26,,
506,C3L-00079-26,,
507,C3L-00079-26,,
508,C3L-00183-26,,
509,C3L-00910-26,,
510,C3L-00088-22,,
511,C3L-00183-26,,
512,C3L-01885-23,,
513,C3L-00088-22,,
514,C3L-00183-26,,
515,C3N-00168-24,,
516,C3L-01885-23,,
517,C3N-00168-24,,
518,C3N-00154-21,,
519,C3L-00183-26,,
520,C3N-00154-21,,
521,C3L-00097-26,,
522,C3L-00097-26,,
523,C3L-00097-26,,
524,C3L-00097-26,,
525,C3L-00097-26,,
526,C3L-00097-26,,
527,C3L-00097-26,,
528,C3L-00097-26,,
529,C3L-00026-21,,
530,C3L-00103-26,,
531,C3L-00026-21,,
532,C3L-00103-26,,
533,C3L-01885-23,,
534,C3L-00183-26,,
535,C3L-00183-26,,
536,C3L-00088-22,,
537,C3L-00183-26,,
538,C3L-00183-26,,
539,C3L-00183-26,,
540,C3L-00183-26,,
541,C3L-00359-21,,
542,C3L-00607-22,,
543,C3L-00607-22,,
544,C3L-00359-21,,
545,C3L-00359-21,,
546,C3L-00369-22,,
547,C3L-00369-22,,
548,C3L-00369-22,,
549,C3L-00416-21,,
550,C3L-00907-23,,
551,C3L-00416-21,,
552,C3L-00561-26,,
553,C3L-00606-22,,
554,C3L-00418-21,,
555,C3L-00418-21,,
556,C3L-00606-22,,
557,C3L-00418-21,,
558,C3L-01607-21,,
559,C3L-00360-26,,
560,C3L-00359-21,,
561,C3L-00907-23,,
562,C3L-00561-26,,
563,C3L-00561-26,,
564,C3L-00561-26,,
565,C3L-00561-26,,
566,C3L-00360-26,,
567,C3L-00583-22,,
